id,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
g_49636,0.145,15,0.142,15,0.168,1,0.123,0.132,N,0.45,SignalP-noTM
g_49637,0.136,33,0.123,12,0.173,6,0.133,0.128,N,0.45,SignalP-noTM
g_49638,0.516,60,0.269,60,0.252,46,0.117,0.187,N,0.45,SignalP-noTM
g_49639,0.169,18,0.182,18,0.259,7,0.191,0.187,N,0.45,SignalP-noTM
g_49640,0.322,31,0.185,31,0.226,46,0.109,0.144,N,0.45,SignalP-noTM
g_49641,0.116,33,0.116,36,0.182,31,0.115,0.116,N,0.45,SignalP-noTM
g_49642,0.136,20,0.157,48,0.335,43,0.123,0.144,N,0.5,SignalP-TM
g_49643,0.108,6,0.104,42,0.117,21,0.099,0.102,N,0.45,SignalP-noTM
g_49644,0.111,36,0.128,11,0.228,7,0.17,0.151,N,0.45,SignalP-noTM
g_49645,0.15,54,0.129,11,0.175,1,0.135,0.132,N,0.45,SignalP-noTM
g_49646,0.124,28,0.133,21,0.279,10,0.151,0.14,N,0.5,SignalP-TM
g_49647,0.3,65,0.243,65,0.292,61,0.153,0.207,N,0.5,SignalP-TM
g_49648,0.115,22,0.11,22,0.158,12,0.106,0.108,N,0.45,SignalP-noTM
g_49649,0.192,17,0.347,17,0.725,1,0.587,0.476,Y,0.45,SignalP-noTM
g_49650,0.124,23,0.112,23,0.122,3,0.101,0.106,N,0.45,SignalP-noTM
g_49651,0.108,33,0.103,70,0.11,8,0.095,0.099,N,0.45,SignalP-noTM
g_49652,0.111,42,0.117,13,0.136,1,0.116,0.116,N,0.45,SignalP-noTM
g_49653,0.111,5,0.117,13,0.146,2,0.127,0.122,N,0.45,SignalP-noTM
g_49654,0.328,20,0.311,20,0.535,2,0.267,0.287,N,0.45,SignalP-noTM
g_49655,0.675,26,0.64,26,0.784,8,0.6,0.618,Y,0.45,SignalP-noTM
g_49656,0.518,22,0.271,22,0.173,2,0.14,0.2,N,0.45,SignalP-noTM
g_49657,0.135,23,0.171,23,0.296,18,0.217,0.196,N,0.45,SignalP-noTM
g_49658,0.108,6,0.116,11,0.155,1,0.108,0.112,N,0.45,SignalP-noTM
g_49659,0.15,45,0.129,45,0.138,44,0.108,0.118,N,0.45,SignalP-noTM
g_49660,0.109,56,0.108,56,0.135,16,0.105,0.106,N,0.45,SignalP-noTM
g_49661,0.14,15,0.148,15,0.405,13,0.174,0.162,N,0.45,SignalP-noTM
g_49662,0.123,58,0.125,22,0.182,10,0.145,0.136,N,0.45,SignalP-noTM
g_49663,0.112,70,0.107,11,0.115,8,0.109,0.108,N,0.45,SignalP-noTM
g_49664,0.12,19,0.109,19,0.115,13,0.098,0.103,N,0.45,SignalP-noTM
g_49665,0.121,42,0.117,11,0.158,1,0.106,0.111,N,0.45,SignalP-noTM
g_49666,0.138,20,0.114,44,0.164,39,0.102,0.108,N,0.45,SignalP-noTM
g_49667,0.338,49,0.151,16,0.222,63,0.111,0.135,N,0.5,SignalP-TM
g_49668,0.131,25,0.131,25,0.187,1,0.135,0.133,N,0.45,SignalP-noTM
g_49669,0.143,35,0.161,16,0.324,11,0.218,0.184,N,0.5,SignalP-TM
g_49670,0.175,65,0.108,36,0.147,30,0.104,0.107,N,0.5,SignalP-TM
g_49671,0.129,21,0.132,11,0.22,2,0.138,0.135,N,0.45,SignalP-noTM
g_49672,0.164,24,0.176,24,0.286,3,0.199,0.186,N,0.5,SignalP-TM
g_49673,0.171,22,0.224,22,0.365,5,0.291,0.26,N,0.45,SignalP-noTM
g_49674,0.111,45,0.104,45,0.109,34,0.096,0.1,N,0.45,SignalP-noTM
g_49675,0.208,44,0.17,44,0.268,39,0.116,0.148,N,0.5,SignalP-TM
g_49676,0.118,27,0.13,11,0.182,1,0.138,0.134,N,0.45,SignalP-noTM
g_49677,0.112,55,0.112,12,0.13,1,0.107,0.109,N,0.45,SignalP-noTM
g_49678,0.119,20,0.117,20,0.144,7,0.114,0.115,N,0.45,SignalP-noTM
g_49679,0.117,17,0.109,62,0.136,45,0.104,0.106,N,0.45,SignalP-noTM
g_49680,0.109,69,0.104,69,0.108,26,0.095,0.099,N,0.45,SignalP-noTM
g_49681,0.858,21,0.796,21,0.885,20,0.743,0.767,Y,0.45,SignalP-noTM
g_49682,0.108,65,0.12,11,0.155,2,0.138,0.127,N,0.5,SignalP-TM
g_49683,0.126,64,0.156,57,0.44,48,0.141,0.148,N,0.45,SignalP-noTM
g_49684,0.119,22,0.116,59,0.21,45,0.114,0.115,N,0.45,SignalP-noTM
g_49685,0.12,33,0.108,17,0.127,6,0.107,0.107,N,0.45,SignalP-noTM
g_49686,0.11,68,0.113,16,0.133,1,0.113,0.113,N,0.45,SignalP-noTM
g_49687,0.255,22,0.343,22,0.597,6,0.482,0.399,N,0.5,SignalP-TM
g_49688,0.111,29,0.108,55,0.119,44,0.101,0.104,N,0.45,SignalP-noTM
g_49689,0.112,52,0.112,12,0.128,1,0.106,0.109,N,0.45,SignalP-noTM
g_49690,0.219,22,0.201,22,0.344,19,0.184,0.192,N,0.45,SignalP-noTM
g_49691,0.212,37,0.179,37,0.363,35,0.149,0.163,N,0.45,SignalP-noTM
g_49692,0.131,30,0.118,30,0.136,29,0.107,0.112,N,0.45,SignalP-noTM
g_49693,0.109,4,0.105,54,0.115,40,0.096,0.1,N,0.45,SignalP-noTM
g_49694,0.352,45,0.258,45,0.331,41,0.136,0.209,N,0.5,SignalP-TM
g_49695,0.132,36,0.144,36,0.246,34,0.159,0.152,N,0.45,SignalP-noTM
g_49696,0.352,45,0.357,45,0.607,37,0.263,0.32,N,0.5,SignalP-TM
g_49697,0.307,56,0.312,56,0.555,45,0.241,0.284,N,0.5,SignalP-TM
g_49698,0.132,18,0.139,18,0.176,1,0.137,0.137,N,0.45,SignalP-noTM
g_49699,0.164,49,0.134,49,0.145,46,0.101,0.116,N,0.45,SignalP-noTM
g_49700,0.311,26,0.224,26,0.268,3,0.167,0.193,N,0.45,SignalP-noTM
g_49701,0.13,12,0.118,12,0.121,52,0.105,0.111,N,0.45,SignalP-noTM
g_49702,0.17,24,0.164,24,0.214,5,0.161,0.162,N,0.45,SignalP-noTM
g_49703,0.118,12,0.105,26,0.109,13,0.1,0.102,N,0.45,SignalP-noTM
g_49704,0.175,18,0.236,18,0.477,6,0.322,0.283,N,0.45,SignalP-noTM
g_49705,0.112,53,0.112,30,0.14,20,0.107,0.109,N,0.45,SignalP-noTM
g_49706,0.121,35,0.173,11,0.336,1,0.248,0.213,N,0.45,SignalP-noTM
g_49707,0.169,36,0.144,36,0.208,32,0.126,0.135,N,0.45,SignalP-noTM
g_49708,0.111,52,0.106,52,0.117,5,0.098,0.102,N,0.45,SignalP-noTM
g_49709,0.215,39,0.152,39,0.138,3,0.112,0.13,N,0.45,SignalP-noTM
g_49710,0.108,60,0.109,14,0.128,13,0.11,0.11,N,0.45,SignalP-noTM
g_49711,0.193,22,0.235,22,0.514,14,0.283,0.261,N,0.45,SignalP-noTM
g_49712,0.115,20,0.129,20,0.177,14,0.145,0.137,N,0.45,SignalP-noTM
g_49713,0.132,45,0.139,45,0.229,39,0.125,0.133,N,0.5,SignalP-TM
g_49714,0.125,32,0.189,41,0.404,31,0.26,0.217,N,0.5,SignalP-TM
g_49715,0.134,68,0.13,68,0.167,62,0.117,0.125,N,0.5,SignalP-TM
g_49716,0.14,65,0.132,21,0.183,1,0.154,0.144,N,0.45,SignalP-noTM
g_49717,0.111,24,0.114,12,0.134,1,0.111,0.112,N,0.45,SignalP-noTM
g_49718,0.169,19,0.134,19,0.114,2,0.105,0.119,N,0.45,SignalP-noTM
g_49719,0.114,44,0.118,44,0.186,35,0.123,0.121,N,0.45,SignalP-noTM
g_49720,0.116,50,0.14,50,0.247,46,0.135,0.138,N,0.5,SignalP-TM
g_49721,0.11,68,0.108,25,0.128,9,0.107,0.108,N,0.45,SignalP-noTM
g_49722,0.124,59,0.114,59,0.125,30,0.1,0.107,N,0.45,SignalP-noTM
g_49723,0.172,26,0.38,26,0.926,16,0.845,0.631,Y,0.45,SignalP-noTM
g_49724,0.224,48,0.201,48,0.283,45,0.141,0.177,N,0.5,SignalP-TM
g_49725,0.145,29,0.158,11,0.33,8,0.254,0.196,N,0.5,SignalP-TM
g_49726,0.313,45,0.27,45,0.395,25,0.198,0.241,N,0.5,SignalP-TM
g_49727,0.17,32,0.149,12,0.26,1,0.178,0.164,N,0.45,SignalP-noTM
g_49728,0.127,31,0.129,11,0.208,3,0.142,0.136,N,0.45,SignalP-noTM
g_49729,0.148,47,0.126,47,0.2,18,0.119,0.122,N,0.45,SignalP-noTM
g_49730,0.125,30,0.119,11,0.176,46,0.128,0.124,N,0.45,SignalP-noTM
g_49731,0.14,20,0.208,20,0.452,1,0.287,0.251,N,0.45,SignalP-noTM
g_49732,0.115,24,0.168,11,0.342,1,0.208,0.189,N,0.45,SignalP-noTM
g_49733,0.113,24,0.111,46,0.133,31,0.103,0.107,N,0.45,SignalP-noTM
g_49734,0.193,25,0.157,25,0.219,1,0.133,0.144,N,0.45,SignalP-noTM
g_49735,0.127,25,0.183,13,0.369,7,0.311,0.252,N,0.45,SignalP-noTM
g_49736,0.118,37,0.16,37,0.452,34,0.186,0.174,N,0.45,SignalP-noTM
g_49737,0.5,25,0.505,25,0.62,18,0.486,0.497,N,0.5,SignalP-TM
g_49738,0.116,22,0.107,12,0.127,1,0.1,0.103,N,0.45,SignalP-noTM
g_49739,0.139,42,0.117,42,0.123,41,0.098,0.106,N,0.45,SignalP-noTM
g_49740,0.116,67,0.121,14,0.163,1,0.12,0.12,N,0.45,SignalP-noTM
g_49741,0.109,64,0.103,64,0.107,23,0.095,0.099,N,0.45,SignalP-noTM
g_49742,0.114,40,0.106,40,0.127,39,0.1,0.103,N,0.45,SignalP-noTM
g_49743,0.117,36,0.124,36,0.187,35,0.124,0.124,N,0.45,SignalP-noTM
g_49744,0.326,19,0.382,19,0.593,8,0.452,0.41,N,0.5,SignalP-TM
g_49745,0.16,29,0.165,11,0.315,1,0.202,0.185,N,0.45,SignalP-noTM
g_49746,0.136,20,0.127,20,0.164,15,0.119,0.123,N,0.45,SignalP-noTM
g_49747,0.129,62,0.125,19,0.227,12,0.145,0.136,N,0.45,SignalP-noTM
g_49748,0.131,17,0.2,17,0.409,3,0.318,0.247,N,0.5,SignalP-TM
g_49749,0.759,25,0.765,25,0.917,13,0.761,0.763,Y,0.45,SignalP-noTM
g_49750,0.117,52,0.11,56,0.156,49,0.099,0.104,N,0.45,SignalP-noTM
g_49751,0.11,65,0.108,19,0.139,4,0.11,0.109,N,0.45,SignalP-noTM
g_49752,0.123,22,0.108,22,0.111,20,0.094,0.101,N,0.45,SignalP-noTM
g_49753,0.113,44,0.191,11,0.48,2,0.356,0.281,N,0.45,SignalP-noTM
g_49754,0.111,35,0.205,35,0.561,34,0.315,0.265,N,0.45,SignalP-noTM
g_49755,0.138,47,0.114,47,0.107,20,0.093,0.102,N,0.45,SignalP-noTM
g_49756,0.227,22,0.292,22,0.553,21,0.382,0.34,N,0.45,SignalP-noTM
g_49757,0.158,56,0.131,56,0.196,1,0.111,0.12,N,0.45,SignalP-noTM
g_49758,0.212,61,0.226,61,0.617,50,0.166,0.194,N,0.45,SignalP-noTM
g_49759,0.117,29,0.18,11,0.346,1,0.265,0.226,N,0.45,SignalP-noTM
g_49760,0.113,28,0.113,12,0.151,2,0.112,0.112,N,0.45,SignalP-noTM
g_49761,0.12,24,0.115,24,0.13,15,0.11,0.112,N,0.45,SignalP-noTM
g_49762,0.207,23,0.384,23,0.856,1,0.71,0.56,Y,0.45,SignalP-noTM
g_49763,0.686,22,0.764,22,0.95,11,0.846,0.808,Y,0.45,SignalP-noTM
g_49764,0.46,30,0.421,30,0.604,18,0.414,0.418,N,0.5,SignalP-TM
g_49765,0.116,21,0.124,21,0.157,20,0.132,0.128,N,0.45,SignalP-noTM
g_49766,0.136,26,0.118,42,0.138,38,0.106,0.111,N,0.45,SignalP-noTM
g_49767,0.14,22,0.158,22,0.295,17,0.177,0.168,N,0.45,SignalP-noTM
g_49768,0.113,44,0.191,11,0.48,2,0.356,0.281,N,0.45,SignalP-noTM
g_49769,0.551,22,0.688,22,0.931,11,0.856,0.779,Y,0.45,SignalP-noTM
g_49770,0.108,58,0.103,68,0.112,27,0.095,0.099,N,0.45,SignalP-noTM
g_49771,0.109,22,0.108,17,0.127,14,0.106,0.107,N,0.45,SignalP-noTM
g_49772,0.13,21,0.116,21,0.137,20,0.103,0.109,N,0.45,SignalP-noTM
g_49773,0.122,22,0.177,12,0.313,1,0.226,0.203,N,0.45,SignalP-noTM
g_49774,0.152,28,0.237,11,0.655,1,0.496,0.341,N,0.5,SignalP-TM
g_49775,0.146,35,0.172,12,0.319,1,0.208,0.191,N,0.45,SignalP-noTM
g_49776,0.113,32,0.18,32,0.378,22,0.261,0.213,N,0.5,SignalP-TM
g_49777,0.134,14,0.134,14,0.167,13,0.128,0.13,N,0.45,SignalP-noTM
g_49778,0.123,28,0.127,39,0.226,38,0.127,0.127,N,0.45,SignalP-noTM
g_49779,0.113,18,0.106,18,0.121,15,0.101,0.103,N,0.45,SignalP-noTM
g_49780,0.11,51,0.107,22,0.122,2,0.105,0.106,N,0.45,SignalP-noTM
g_49781,0.177,20,0.2,20,0.354,2,0.21,0.205,N,0.45,SignalP-noTM
g_49782,0.11,58,0.109,11,0.119,25,0.11,0.109,N,0.45,SignalP-noTM
g_49783,0.308,26,0.526,26,0.939,20,0.883,0.719,Y,0.45,SignalP-noTM
g_49784,0.115,69,0.117,12,0.155,4,0.123,0.12,N,0.45,SignalP-noTM
g_49785,0.169,16,0.172,41,0.423,18,0.218,0.197,N,0.45,SignalP-noTM
g_49786,0.112,65,0.109,42,0.133,5,0.104,0.107,N,0.45,SignalP-noTM
g_49787,0.108,27,0.106,27,0.123,3,0.105,0.105,N,0.45,SignalP-noTM
g_49788,0.147,48,0.145,48,0.226,44,0.128,0.136,N,0.45,SignalP-noTM
g_49789,0.112,67,0.123,12,0.239,3,0.137,0.131,N,0.45,SignalP-noTM
g_49790,0.144,33,0.116,33,0.157,3,0.098,0.106,N,0.45,SignalP-noTM
g_49791,0.12,21,0.124,21,0.176,7,0.129,0.127,N,0.45,SignalP-noTM
g_49792,0.112,51,0.116,11,0.146,1,0.106,0.111,N,0.45,SignalP-noTM
g_49793,0.113,22,0.108,53,0.131,35,0.104,0.106,N,0.45,SignalP-noTM
g_49794,0.126,19,0.105,19,0.116,14,0.091,0.097,N,0.45,SignalP-noTM
g_49795,0.145,36,0.212,12,0.523,12,0.387,0.307,N,0.45,SignalP-noTM
g_49796,0.158,22,0.159,22,0.219,50,0.16,0.16,N,0.45,SignalP-noTM
g_49797,0.121,66,0.161,12,0.406,5,0.255,0.212,N,0.45,SignalP-noTM
g_49798,0.107,56,0.103,35,0.112,51,0.095,0.099,N,0.45,SignalP-noTM
g_49799,0.111,28,0.119,12,0.141,1,0.121,0.12,N,0.45,SignalP-noTM
g_49800,0.231,32,0.163,32,0.165,13,0.12,0.14,N,0.45,SignalP-noTM
g_49801,0.11,50,0.107,39,0.126,27,0.1,0.104,N,0.45,SignalP-noTM
g_49802,0.892,20,0.922,20,0.984,11,0.949,0.936,Y,0.45,SignalP-noTM
g_49803,0.113,24,0.142,11,0.256,2,0.181,0.163,N,0.45,SignalP-noTM
g_49804,0.147,30,0.275,30,0.645,16,0.482,0.358,N,0.5,SignalP-TM
g_49805,0.159,39,0.226,39,0.432,27,0.283,0.249,N,0.5,SignalP-TM
g_49806,0.126,55,0.129,55,0.267,50,0.112,0.12,N,0.45,SignalP-noTM
g_49807,0.148,16,0.153,16,0.221,13,0.159,0.156,N,0.45,SignalP-noTM
g_49808,0.21,25,0.143,25,0.116,1,0.099,0.12,N,0.45,SignalP-noTM
g_49809,0.243,16,0.275,16,0.42,12,0.317,0.292,N,0.5,SignalP-TM
g_49810,0.193,45,0.152,45,0.26,43,0.115,0.132,N,0.45,SignalP-noTM
g_49811,0.111,53,0.116,21,0.18,32,0.112,0.115,N,0.5,SignalP-TM
g_49812,0.111,44,0.107,13,0.131,3,0.113,0.111,N,0.45,SignalP-noTM
g_49813,0.116,24,0.131,16,0.209,3,0.165,0.144,N,0.5,SignalP-TM
g_49814,0.191,24,0.205,24,0.297,9,0.22,0.213,N,0.45,SignalP-noTM
g_49815,0.116,40,0.136,11,0.228,1,0.137,0.136,N,0.45,SignalP-noTM
g_49816,0.176,39,0.136,39,0.139,12,0.103,0.118,N,0.45,SignalP-noTM
g_49817,0.155,26,0.135,26,0.154,25,0.12,0.127,N,0.45,SignalP-noTM
g_49818,0.671,24,0.428,24,0.583,4,0.278,0.347,N,0.45,SignalP-noTM
g_49819,0.129,23,0.11,23,0.11,39,0.094,0.102,N,0.45,SignalP-noTM
g_49820,0.125,28,0.126,11,0.178,1,0.139,0.133,N,0.45,SignalP-noTM
g_49821,0.383,21,0.518,21,0.843,12,0.695,0.589,Y,0.5,SignalP-TM
g_49822,0.118,38,0.133,16,0.194,1,0.149,0.141,N,0.45,SignalP-noTM
g_49823,0.135,51,0.141,51,0.246,41,0.13,0.135,N,0.45,SignalP-noTM
g_49824,0.179,18,0.16,18,0.172,1,0.134,0.146,N,0.45,SignalP-noTM
g_49825,0.405,31,0.307,31,0.722,12,0.441,0.36,N,0.5,SignalP-TM
g_49826,0.116,56,0.136,21,0.287,4,0.159,0.148,N,0.45,SignalP-noTM
g_49827,0.197,63,0.124,63,0.186,4,0.103,0.116,N,0.5,SignalP-TM
g_49828,0.13,56,0.115,56,0.121,24,0.102,0.108,N,0.45,SignalP-noTM
g_49829,0.132,52,0.118,52,0.161,12,0.11,0.114,N,0.45,SignalP-noTM
g_49830,0.469,28,0.394,28,0.522,18,0.388,0.392,N,0.5,SignalP-TM
g_49831,0.11,61,0.11,15,0.122,1,0.109,0.11,N,0.45,SignalP-noTM
g_49832,0.141,44,0.136,11,0.222,1,0.136,0.136,N,0.45,SignalP-noTM
g_49833,0.648,21,0.659,21,0.816,18,0.667,0.663,Y,0.45,SignalP-noTM
g_49834,0.278,28,0.205,28,0.505,4,0.266,0.23,N,0.5,SignalP-TM
g_49835,0.122,12,0.108,12,0.116,13,0.093,0.1,N,0.45,SignalP-noTM
g_49836,0.137,67,0.117,67,0.113,2,0.096,0.106,N,0.45,SignalP-noTM
g_49837,0.165,48,0.158,48,0.224,1,0.155,0.156,N,0.45,SignalP-noTM
g_49838,0.106,57,0.111,21,0.151,2,0.12,0.116,N,0.45,SignalP-noTM
g_49839,0.12,45,0.115,28,0.16,4,0.117,0.116,N,0.45,SignalP-noTM
g_49840,0.401,22,0.185,22,0.315,3,0.145,0.169,N,0.5,SignalP-TM
g_49841,0.114,25,0.123,15,0.176,2,0.129,0.126,N,0.45,SignalP-noTM
g_49842,0.109,31,0.109,31,0.127,12,0.108,0.109,N,0.45,SignalP-noTM
g_49843,0.125,70,0.111,70,0.127,42,0.096,0.103,N,0.45,SignalP-noTM
g_49844,0.112,56,0.108,16,0.129,10,0.111,0.11,N,0.45,SignalP-noTM
g_49845,0.106,59,0.105,50,0.116,5,0.1,0.102,N,0.45,SignalP-noTM
g_49846,0.128,28,0.112,14,0.138,1,0.103,0.107,N,0.45,SignalP-noTM
g_49847,0.178,60,0.172,60,0.285,46,0.133,0.151,N,0.45,SignalP-noTM
g_49848,0.112,16,0.133,12,0.194,1,0.134,0.134,N,0.45,SignalP-noTM
g_49849,0.212,18,0.178,18,0.27,43,0.145,0.161,N,0.45,SignalP-noTM
g_49850,0.129,16,0.127,16,0.157,14,0.122,0.124,N,0.45,SignalP-noTM
g_49851,0.109,8,0.103,47,0.111,20,0.097,0.1,N,0.45,SignalP-noTM
g_49852,0.136,48,0.137,13,0.282,3,0.181,0.154,N,0.5,SignalP-TM
g_49853,0.196,28,0.163,28,0.25,40,0.139,0.15,N,0.45,SignalP-noTM
g_49854,0.111,68,0.123,11,0.176,46,0.138,0.131,N,0.45,SignalP-noTM
g_49855,0.111,18,0.104,48,0.11,31,0.093,0.098,N,0.45,SignalP-noTM
g_49856,0.129,39,0.113,24,0.167,13,0.115,0.114,N,0.45,SignalP-noTM
g_49857,0.124,24,0.119,24,0.163,5,0.115,0.116,N,0.45,SignalP-noTM
g_49858,0.261,26,0.308,26,0.714,4,0.38,0.346,N,0.45,SignalP-noTM
g_49859,0.112,52,0.11,12,0.118,1,0.106,0.108,N,0.45,SignalP-noTM
g_49860,0.153,26,0.154,26,0.239,3,0.161,0.158,N,0.45,SignalP-noTM
g_49861,0.117,42,0.108,42,0.114,24,0.089,0.098,N,0.45,SignalP-noTM
g_49862,0.118,52,0.109,52,0.113,34,0.096,0.102,N,0.45,SignalP-noTM
g_49863,0.115,27,0.158,48,0.425,41,0.157,0.157,N,0.45,SignalP-noTM
g_49864,0.121,23,0.105,23,0.114,19,0.091,0.097,N,0.45,SignalP-noTM
g_49865,0.262,62,0.224,62,0.354,50,0.149,0.183,N,0.45,SignalP-noTM
g_49866,0.112,35,0.108,35,0.114,13,0.101,0.104,N,0.45,SignalP-noTM
g_49867,0.119,53,0.114,12,0.154,4,0.127,0.121,N,0.45,SignalP-noTM
g_49868,0.371,23,0.344,23,0.594,2,0.393,0.364,N,0.5,SignalP-TM
g_49869,0.112,58,0.119,12,0.148,1,0.128,0.124,N,0.45,SignalP-noTM
g_49870,0.11,44,0.102,61,0.108,13,0.095,0.098,N,0.45,SignalP-noTM
g_49871,0.196,22,0.157,22,0.155,17,0.125,0.14,N,0.45,SignalP-noTM
g_49872,0.109,67,0.103,13,0.109,1,0.097,0.1,N,0.45,SignalP-noTM
g_49873,0.109,43,0.118,11,0.156,4,0.135,0.127,N,0.45,SignalP-noTM
g_49874,0.111,26,0.111,45,0.16,25,0.11,0.11,N,0.45,SignalP-noTM
g_49875,0.12,28,0.122,16,0.152,27,0.122,0.122,N,0.45,SignalP-noTM
g_49876,0.125,57,0.11,57,0.118,13,0.098,0.104,N,0.45,SignalP-noTM
g_49877,0.109,28,0.108,54,0.126,50,0.104,0.106,N,0.45,SignalP-noTM
g_49878,0.113,13,0.137,13,0.336,12,0.17,0.15,N,0.5,SignalP-TM
g_49879,0.311,20,0.259,20,0.523,48,0.209,0.232,N,0.45,SignalP-noTM
g_49880,0.145,36,0.176,11,0.496,4,0.341,0.242,N,0.5,SignalP-TM
g_49881,0.122,37,0.111,48,0.127,47,0.1,0.105,N,0.45,SignalP-noTM
g_49882,0.12,53,0.118,53,0.152,9,0.111,0.114,N,0.45,SignalP-noTM
g_49883,0.138,14,0.206,14,0.431,2,0.276,0.244,N,0.45,SignalP-noTM
g_49884,0.111,64,0.113,43,0.143,36,0.106,0.11,N,0.5,SignalP-TM
g_49885,0.471,23,0.406,23,0.621,2,0.398,0.402,N,0.5,SignalP-TM
g_49886,0.17,19,0.175,19,0.225,1,0.171,0.173,N,0.45,SignalP-noTM
g_49887,0.204,29,0.252,18,0.66,2,0.467,0.338,N,0.5,SignalP-TM
g_49888,0.109,46,0.117,13,0.174,3,0.128,0.123,N,0.45,SignalP-noTM
g_49889,0.159,20,0.195,20,0.468,2,0.226,0.211,N,0.45,SignalP-noTM
g_49890,0.129,46,0.117,46,0.135,8,0.107,0.112,N,0.45,SignalP-noTM
g_49891,0.112,52,0.106,38,0.119,22,0.103,0.105,N,0.45,SignalP-noTM
g_49892,0.155,36,0.312,36,0.796,29,0.523,0.426,N,0.45,SignalP-noTM
g_49893,0.152,20,0.182,11,0.439,2,0.28,0.221,N,0.5,SignalP-TM
g_49894,0.12,35,0.154,13,0.354,5,0.259,0.211,N,0.45,SignalP-noTM
g_49895,0.107,25,0.103,44,0.117,23,0.093,0.097,N,0.45,SignalP-noTM
g_49896,0.154,25,0.164,25,0.248,17,0.174,0.17,N,0.45,SignalP-noTM
g_49897,0.195,19,0.153,19,0.16,18,0.117,0.134,N,0.45,SignalP-noTM
g_49898,0.152,36,0.144,36,0.193,32,0.138,0.141,N,0.45,SignalP-noTM
g_49899,0.114,59,0.104,37,0.118,34,0.096,0.1,N,0.45,SignalP-noTM
g_49900,0.174,19,0.145,19,0.158,5,0.118,0.13,N,0.45,SignalP-noTM
g_49901,0.124,19,0.121,19,0.145,8,0.117,0.119,N,0.45,SignalP-noTM
g_49902,0.131,20,0.176,20,0.446,17,0.244,0.213,N,0.45,SignalP-noTM
g_49903,0.111,45,0.108,45,0.12,1,0.101,0.104,N,0.45,SignalP-noTM
g_49904,0.12,46,0.109,46,0.128,39,0.099,0.104,N,0.45,SignalP-noTM
g_49905,0.112,46,0.113,11,0.133,2,0.114,0.114,N,0.45,SignalP-noTM
g_49906,0.131,18,0.123,18,0.149,2,0.115,0.119,N,0.45,SignalP-noTM
g_49907,0.11,70,0.129,11,0.204,1,0.116,0.122,N,0.45,SignalP-noTM
g_49908,0.165,33,0.182,33,0.305,28,0.191,0.187,N,0.45,SignalP-noTM
g_49909,0.127,29,0.192,29,0.424,1,0.303,0.236,N,0.5,SignalP-TM
g_49910,0.113,26,0.112,35,0.14,31,0.11,0.111,N,0.45,SignalP-noTM
g_49911,0.107,65,0.105,40,0.113,32,0.096,0.1,N,0.45,SignalP-noTM
g_49912,0.127,38,0.14,69,0.229,65,0.114,0.129,N,0.5,SignalP-TM
g_49913,0.152,52,0.14,52,0.196,50,0.119,0.129,N,0.45,SignalP-noTM
g_49914,0.113,17,0.111,17,0.161,3,0.106,0.108,N,0.45,SignalP-noTM
g_49915,0.108,44,0.118,68,0.171,59,0.094,0.109,N,0.5,SignalP-TM
g_49916,0.109,34,0.101,34,0.108,53,0.093,0.097,N,0.45,SignalP-noTM
g_49917,0.117,19,0.113,19,0.116,2,0.11,0.111,N,0.45,SignalP-noTM
g_49918,0.126,24,0.126,24,0.159,6,0.126,0.126,N,0.45,SignalP-noTM
g_49919,0.419,36,0.444,36,0.632,30,0.389,0.422,N,0.5,SignalP-TM
g_49920,0.111,40,0.115,13,0.148,12,0.123,0.119,N,0.45,SignalP-noTM
g_49921,0.112,59,0.127,32,0.2,12,0.137,0.133,N,0.45,SignalP-noTM
g_49922,0.134,66,0.122,23,0.145,22,0.114,0.118,N,0.45,SignalP-noTM
g_49923,0.11,55,0.107,55,0.115,34,0.1,0.103,N,0.45,SignalP-noTM
g_49924,0.112,49,0.104,12,0.116,1,0.095,0.099,N,0.45,SignalP-noTM
g_49925,0.182,27,0.232,22,0.451,9,0.333,0.272,N,0.5,SignalP-TM
g_49926,0.111,70,0.118,15,0.183,11,0.135,0.127,N,0.45,SignalP-noTM
g_49927,0.204,31,0.183,31,0.42,29,0.163,0.172,N,0.45,SignalP-noTM
g_49928,0.118,42,0.108,42,0.116,14,0.1,0.104,N,0.45,SignalP-noTM
g_49929,0.11,26,0.107,49,0.127,40,0.104,0.106,N,0.45,SignalP-noTM
g_49930,0.117,17,0.23,17,0.578,11,0.452,0.35,N,0.45,SignalP-noTM
g_49931,0.112,32,0.108,58,0.131,41,0.104,0.106,N,0.45,SignalP-noTM
g_49932,0.112,38,0.123,38,0.182,29,0.129,0.126,N,0.45,SignalP-noTM
g_49933,0.11,41,0.122,11,0.176,24,0.135,0.129,N,0.45,SignalP-noTM
g_49934,0.134,43,0.116,43,0.145,42,0.097,0.106,N,0.45,SignalP-noTM
g_49935,0.189,22,0.22,17,0.449,2,0.29,0.248,N,0.5,SignalP-TM
g_49936,0.107,51,0.108,15,0.121,2,0.106,0.107,N,0.45,SignalP-noTM
g_49937,0.127,47,0.112,27,0.168,1,0.113,0.113,N,0.5,SignalP-TM
g_49938,0.292,18,0.266,18,0.324,7,0.23,0.246,N,0.45,SignalP-noTM
g_49939,0.115,41,0.113,12,0.139,10,0.115,0.114,N,0.45,SignalP-noTM
